SHA256	BYTES	PATH	URL
a0ad8cf2a13d47fb69a108b82548a69ef0753d740b451b2d12faab956cb28e8b	5290	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-restyle-generate@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-restyle-generate?view=d16-v2&locale=zh-CN
93c51b63018a80a2b044997f971a0272f423e1e910e06261ebc90e718a9180f1	5293	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-sound-effect-generate@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-sound-effect-generate?view=d16-v2&locale=en-US
a666f2ccbcfee1ccb38564ede0160eecbb9833eb147af6f67ddb61317da0ec4d	5145	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-sound-effect-generate@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-sound-effect-generate?view=d16-v2&locale=zh-CN
595ccb4fced371ea7e82d2f7d3640a30508b25e1d8c1a7802a8200c35575bc63	5544	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-swap-generate@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-swap-generate?view=d16-v2&locale=en-US
d3b0a49995082940585de15709ba0001295c83c070b7f2d9aa9c89a2c12c364e	5413	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-swap-generate@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-swap-generate?view=d16-v2&locale=zh-CN
94e8b9759543c2d678facb67b4ad431596bb362b16cea5eee1db3db117777968	9630	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-text-generate@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-text-generate?view=d16-v2&locale=en-US
3dccbd5ad4c9bbddab6b3bca59212c7378a1cfb800d712c1cbf8486f39b5e197	9173	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-text-generate@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-text-generate?view=d16-v2&locale=zh-CN
5ed35dad50ad9ad9ce742cc3685153f8995207892dc0e82b786cab11fd05017d	8434	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-transition-generate@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-transition-generate?view=d16-v2&locale=en-US
573d2ff7543827926cd97e83995d391e12367f8ae223c6c8df9f861ccf919fb3	8011	api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-transition-generate@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/op/post-openapi-v2-video-transition-generate?view=d16-v2&locale=zh-CN
68fa531145e78edc91289296449ed112eabfd2c817480e6705639bcb861e3dcb	3637	api/docs/public/specs/platform/ali-pix/operations@@locale=zh-CN/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/ali-pix/operations?locale=zh-CN
564917f187aa2c671dd8f518e5ce8d74e83b9e1ab73a8687be8459663c2b3184	9303	api/docs/public/specs/platform/alibailian/op/get-alibailian-api-v1-tasks-task-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/get-alibailian-api-v1-tasks-task-id?view=d16-v2&locale=en-US
3d2935076879a8fea50de31fe4cada52b2a113b581a6f7ef2a12391e854921ae	9199	api/docs/public/specs/platform/alibailian/op/get-alibailian-api-v1-tasks-task-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/get-alibailian-api-v1-tasks-task-id?view=d16-v2&locale=zh-CN
58b9d6728a08c216f9fcc88660de417b963020eb63240754a095a919024f98ab	2535	api/docs/public/specs/platform/alibailian/op/get-alibailian-tasks-task-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/get-alibailian-tasks-task-id?view=d16-v2&locale=en-US
76961518ef89169fa7ae9bf9842dbfa813fd223def3ab5a15a4c39df8166d1f6	2518	api/docs/public/specs/platform/alibailian/op/get-alibailian-tasks-task-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/get-alibailian-tasks-task-id?view=d16-v2&locale=zh-CN
74c59b4a0747a7b448bc5b591f8c26b4f10686967b9549664740565754c6cd04	4178	api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-multimodal-generation-generation@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-multimodal-generation-generation?view=d16-v2&locale=en-US
a039839ee57707164fc7187249d17fceca40f98689982cd122e2ac5a20ed61d0	4147	api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-multimodal-generation-generation@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-multimodal-generation-generation?view=d16-v2&locale=zh-CN
99436bf53ab7c1cd69b6ad2cbdee294c9e0f73b579713fb31639406bea0e8002	16697	api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-video-generation-video-synthesis@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-video-generation-video-synthesis?view=d16-v2&locale=en-US
cacce706a90e9c2158a9ebc5bc4b71471bdbfdbd84d4e5675557e833936a1f0a	15810	api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-video-generation-video-synthesis@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/op/post-alibailian-api-v1-services-aigc-video-generation-video-synthesis?view=d16-v2&locale=zh-CN
82622176ba1941e5bf544caf0e9570c2108203c86d35122fe32bcd30b963481e	851	api/docs/public/specs/platform/alibailian/operations@@locale=zh-CN/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/alibailian/operations?locale=zh-CN
856379e4dd2997b25c53707ff51ba4d0617f37012f706242aac3069b5af15b5c	4597	api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-assets-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-assets-id?view=d16-v2&locale=en-US
c4eccada0b72c268129ae186bd5c191cfb8ebbf3e7c01735a62d03db664e9dc2	4570	api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-assets-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-assets-id?view=d16-v2&locale=zh-CN
0dcccf6a0c7991b8176c95ec886615007a42ae4db2e07ffffb0ef8bea35848f7	4690	api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-groups-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-groups-id?view=d16-v2&locale=en-US
4d56198fa8972b0522773ae19ea4917d4dd6c271e6c397c53e269d5d64f8cec2	4654	api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-groups-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/delete-v1-private-avatar-groups-id?view=d16-v2&locale=zh-CN
88b817d968f6c331064ccbac2d23cdf064567d86e0a4dceb27d2734b2f8298c1	6502	api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-assets-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-assets-id?view=d16-v2&locale=en-US
2acf7d9e149095a67096d66f6beda5cc53520e3ce7aa24bbab8a9a188b17cd51	6489	api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-assets-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-assets-id?view=d16-v2&locale=zh-CN
20f64c365e9c60dac032102006be7dd8cf2965f82f9172b3918b164e896f9216	5995	api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-groups-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-groups-id?view=d16-v2&locale=en-US
6520dc70f5aa0a4763a499a1f86efa68dd39676498789ddf987eb9a6afd2ec09	5967	api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-groups-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/get-v1-private-avatar-groups-id?view=d16-v2&locale=zh-CN
60799d438c171e6714204bafcbe725b585e4d42755c532de604958307bf4f154	5948	api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-assets-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-assets-id?view=d16-v2&locale=en-US
9b862a058bb4eaefb7634d09821caa528ab734e08e9ee8e6d8d109f8b429c660	5921	api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-assets-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-assets-id?view=d16-v2&locale=zh-CN
485c787e37e4868855c72bdf30c3de3d073c50733eafe92c66e5f42cd7a7a94a	6807	api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-groups-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-groups-id?view=d16-v2&locale=en-US
7ea3df3318d11a8f436a0f1e38e10a12ed0382b5273fce560962f18872666ca8	6750	api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-groups-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/patch-v1-private-avatar-groups-id?view=d16-v2&locale=zh-CN
25d1a9170e0f79e463b0401d1ec993d99a033206b48c57ad73eb199763655324	10698	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets-list@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets-list?view=d16-v2&locale=en-US
c81e4ce310511eb1c1d3c29a7a2ec7bf567de558ed2d69e0d85fe15a01c6c265	10608	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets-list@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets-list?view=d16-v2&locale=zh-CN
d21928c5b14d1460d20ce5094626a7a7af375bd20baf75bab06f4b9c9ac131ac	7613	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets?view=d16-v2&locale=en-US
a26e8c3a2b6132445ad347ecbc2a1c1b10008575c4e5e356fcde02cfbdf156e1	7440	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-assets?view=d16-v2&locale=zh-CN
d1b28fe6dd01ab3185856a31e07407ca558e6b08af2d27e7c9dc1d8a1638952d	9498	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups-list@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups-list?view=d16-v2&locale=en-US
8d5737105748009d40b3e7a9034bd5432339910b1d594b34ac1874aa60b7266a	9352	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups-list@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups-list?view=d16-v2&locale=zh-CN
c633a6cdad07333f17788d60e1a76bf2a1403ea33391a210f2f5714623e12e7a	7113	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups?view=d16-v2&locale=en-US
5d30300be9b700d615f9fb283070ba6c64f6a68f50acf7611c4cfcdcb6982898	6997	api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-private-avatar-groups?view=d16-v2&locale=zh-CN
a9576b1a228b5d28cb424d81d2c4d58c24cade6a997b1652a8d5db7a610c325d	7320	api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-auth-session@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-auth-session?view=d16-v2&locale=en-US
3e2ae63004209e884595361f359b96c6de0585990bd64cccf2197e91b3f16030	7041	api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-auth-session@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-auth-session?view=d16-v2&locale=zh-CN
86ee3ffff366898ba2536f045443c5acdd14263a6d0574ed832e913b5266d782	6353	api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-groups-from-token@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-groups-from-token?view=d16-v2&locale=en-US
ad935827402a0a82be9ce413ee3841e1504a44c4cf3cf00a6803569a57710d78	6237	api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-groups-from-token@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/op/post-v1-real-avatar-groups-from-token?view=d16-v2&locale=zh-CN
08fc2b82579ab242916eb24662e009c3802a9ebc028ebf5293e558c97d5abc47	2231	api/docs/public/specs/platform/avatar/operations@@locale=zh-CN/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/avatar/operations?locale=zh-CN
b746b65b11a1ca1c34fa525e15e057aaebc5642db1da574e99a26dab3ef4fc9f	4853	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-model-name-requests-request-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-model-name-requests-request-id?view=d16-v2&locale=en-US
e3b9c0c9031b8c9877bfb1848e62b99622b6569b55ba6c6743c59999855c7fc4	4841	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-model-name-requests-request-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-model-name-requests-request-id?view=d16-v2&locale=zh-CN
7a93b66bfb04981d7781816edc243a128503c0fadd05a4b2e04e67b4c0816be9	2381	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-modelpath@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-modelpath?view=d16-v2&locale=en-US
527fed05983d4cdc740b28f7c7f1aea3c013edd1159df84385d99be303fb68f2	2373	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-modelpath@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-modelpath?view=d16-v2&locale=zh-CN
337df4a5f5fe894d18a8636db2195404f3d9e252c6c18a6b2bb3c95b81817d40	2426	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-veo3-requests-request-id@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-veo3-requests-request-id?view=d16-v2&locale=en-US
b70235d695e6ff3e1713c66380bac457161d82384f5b90e5fe60e2425f3d40e9	2419	api/docs/public/specs/platform/fal-ai/op/get-fal-ai-veo3-requests-request-id@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/get-fal-ai-veo3-requests-request-id?view=d16-v2&locale=zh-CN
18eddc1382c0649b5854519644a14b896248b2dfc6ae58842f7ba33584767315	8438	api/docs/public/specs/platform/fal-ai/op/post-fal-ai-bytedance-seedream-v4-edit@@locale=en-US&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/post-fal-ai-bytedance-seedream-v4-edit?view=d16-v2&locale=en-US
2aca2ae883599b4e2c152e7f1ee25b52cbebc5ebcb190396dd62a0e68d33083a	8397	api/docs/public/specs/platform/fal-ai/op/post-fal-ai-bytedance-seedream-v4-edit@@locale=zh-CN&view=d16-v2/index.html	https://doc.openlux.ai/api/docs/public/specs/platform/fal-ai/op/post-fal-ai-bytedance-seedream-v4-edit?view=d16-v2&locale=zh-CN
